Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW,Exp_BF3_Affinity
254_O1,254,C1COC(=O)O1,O,12.0398555,8,2,11.65942222,-0.43066,0.20655,-0.14902,0,0,0,0,0,0,0,0,0,0,10,6,3,4,3,0,3,0,0,0,0,0,0,10,6,9,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0.666666667,7.666666667,7.331779202,6.228052921,10.76766205,10.49803922,10.72,6.037827545,11.45873751,0.766666667,0.73317792,0.622805292,1.076766205,1.049803922,1.072,0.603782754,1.145873751,6.03,0.5,3,0,10.083172,8.352828,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.1532,17.3,71.82217758,88.01604399,8.801604399,66.4
254_O2,254,C1COC(=O)O1,O,55.3553545,8,1,17.6962125,-0.20313,0.30487,-0.55644,-0.29804,0,0,0,0,0,0,0,0,0,10,6,3,4,3,0,3,0,0,0,0,0,0,10,6,9,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0.666666667,7.666666667,7.331779202,6.228052921,10.76766205,10.49803922,10.72,6.037827545,11.45873751,0.766666667,0.73317792,0.622805292,1.076766205,1.049803922,1.072,0.603782754,1.145873751,6.03,0.5,3,0,10.083172,8.352828,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.1532,17.3,71.82217758,88.01604399,8.801604399,66.4
254_O3,254,C1COC(=O)O1,O,12.0188515,8,2,11.62131415,-0.43066,0.20655,-0.14902,0,0,0,0,0,0,0,0,0,0,10,6,3,4,3,0,3,0,0,0,0,0,0,10,6,9,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0.666666667,7.666666667,7.331779202,6.228052921,10.76766205,10.49803922,10.72,6.037827545,11.45873751,0.766666667,0.73317792,0.622805292,1.076766205,1.049803922,1.072,0.603782754,1.145873751,6.03,0.5,3,0,10.083172,8.352828,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.1532,17.3,71.82217758,88.01604399,8.801604399,66.4
255_O1,255,COC(=O)OC,O,13.791064,8,2,10.72827419,-0.43762,0.15383,-0.2856,-0.20135,0,0,0,0,0,0,0,0,0,12,6,3,6,3,0,3,0,0,0,0,0,0,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0.666666667,8,7.499625343,6.769880725,12.65549891,12.22352941,12.48,6.836382036,13.87402716,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,5.03,0,3,0,11.416758,10.359242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3992,19.414,84.17863653,90.03169405,7.502641171,67.63
255_O2,255,COC(=O)OC,O,42.582297,8,1,15.64040729,-0.20316,0.30403,-0.57121,-0.4027,0,0,0,0,0,0,0,0,0,12,6,3,6,3,0,3,0,0,0,0,0,0,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0.666666667,8,7.499625343,6.769880725,12.65549891,12.22352941,12.48,6.836382036,13.87402716,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,5.03,0,3,0,11.416758,10.359242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3992,19.414,84.17863653,90.03169405,7.502641171,67.63
255_O3,255,COC(=O)OC,O,13.8304465,8,2,10.8352825,-0.43762,0.15383,-0.2856,-0.20135,0,0,0,0,0,0,0,0,0,12,6,3,6,3,0,3,0,0,0,0,0,0,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0.666666667,8,7.499625343,6.769880725,12.65549891,12.22352941,12.48,6.836382036,13.87402716,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,5.03,0,3,0,11.416758,10.359242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3992,19.414,84.17863653,90.03169405,7.502641171,67.63
256_O1,256,COC=O,O,14.095622,8,2,10.77151285,-0.47122,-0.09861,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,2,0,2,0,0,0,0,0,0,7,3,6,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0.5,5.333333333,4.999750229,4.513253816,8.436999272,8.149019608,8.32,4.557588024,9.249351438,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,3.02,0,2,0,7.611172,6.616828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.2108,13.073,58.09242435,60.02112937,7.502641171,69.76
256_O2,256,COC=O,O,57.7603125,8,1,16.63744592,-0.25615,0.03615,-0.28121,-0.2009,0,0,0,0,0,0,0,0,0,8,4,2,4,2,0,2,0,0,0,0,0,0,7,3,6,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0.5,5.333333333,4.999750229,4.513253816,8.436999272,8.149019608,8.32,4.557588024,9.249351438,0.666666667,0.624968779,0.564156727,1.054624909,1.018627451,1.04,0.569698503,1.15616893,3.02,0,2,0,7.611172,6.616828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,-0.2108,13.073,58.09242435,60.02112937,7.502641171,69.76
257_O1,257,CCOC(=O)OCC,O,19.0446895,8,2,10.78401599,-0.43459,0.16526,-0.36182,-0.19017,-0.07953,0,0,0,0,0,0,0,0,18,8,3,10,5,0,3,0,0,0,0,0,0,17,7,16,1,0,0,1,16,1,0,0,0,0,4,0,0,0,0.8,10.66666667,9.835317626,9.853536332,18.43117261,17.6745098,18,10.43349102,20.70460645,0.592592593,0.546406535,0.547418685,1.023954034,0.981917211,1,0.57963839,1.150255914,7.03,0,3,0,17.42393,14.37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,1.1794,28.648,118.770607,118.0629942,6.559055232,71.03
257_O2,257,CCOC(=O)OCC,O,47.4000895,8,1,15.4388986,-0.20314,0.3046,-0.56458,-0.38035,-0.15907,0,0,0,0,0,0,0,0,18,8,3,10,5,0,3,0,0,0,0,0,0,17,7,16,1,0,0,1,16,1,0,0,0,0,4,0,0,0,0.8,10.66666667,9.835317626,9.853536332,18.43117261,17.6745098,18,10.43349102,20.70460645,0.592592593,0.546406535,0.547418685,1.023954034,0.981917211,1,0.57963839,1.150255914,7.03,0,3,0,17.42393,14.37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,1.1794,28.648,118.770607,118.0629942,6.559055232,71.03
257_O3,257,CCOC(=O)OCC,O,18.6403625,8,2,10.63338896,-0.43459,0.16526,-0.36182,-0.19017,-0.07953,0,0,0,0,0,0,0,0,18,8,3,10,5,0,3,0,0,0,0,0,0,17,7,16,1,0,0,1,16,1,0,0,0,0,4,0,0,0,0.8,10.66666667,9.835317626,9.853536332,18.43117261,17.6745098,18,10.43349102,20.70460645,0.592592593,0.546406535,0.547418685,1.023954034,0.981917211,1,0.57963839,1.150255914,7.03,0,3,0,17.42393,14.37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,1.1794,28.648,118.770607,118.0629942,6.559055232,71.03
258_O1,258,CCOC=O,O,19.829714,8,2,10.76162159,-0.4682,-0.08745,-0.07953,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.1793,17.69,75.38840957,74.03677943,6.730616312,71.17
258_O2,258,CCOC=O,O,61.034311,8,1,16.43641703,-0.25614,0.03643,-0.27789,-0.18971,-0.07953,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.1793,17.69,75.38840957,74.03677943,6.730616312,71.17
259_O1,259,COC(C)=O,O,14.1297535,8,2,10.65392215,-0.4692,-0.08678,-0.10456,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1793,17.69,75.38840957,74.03677943,6.730616312,72.79
259_O2,259,COC(C)=O,O,67.6742005,8,1,16.21058655,-0.25265,0.0492,-0.38606,-0.20093,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,10,4,9,1,0,0,1,9,1,0,1,0,0,1,0,0,0,0.666666667,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,4.02,0,2,0,10.614758,8.623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1793,17.69,75.38840957,74.03677943,6.730616312,72.79
260_O1,260,COC(=O)C1CC1,O,15.534396,8,2,10.85318685,-0.46879,-0.08004,-0.07419,-0.11018,0,0,0,0,0,0,0,0,0,15,7,2,8,5,0,2,0,0,0,0,0,0,15,7,14,1,0,0,1,14,1,0,1,0,0,0,2,1,0,0.8,9,8.335442511,8.596909424,15.21267298,14.6,14.84,9.154697006,17.07993073,0.6,0.555696167,0.573127295,1.014178199,0.973333333,0.989333333,0.610313134,1.138662049,7.02,0.2,2,0,15.288344,10.629656,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.142857143,0.5694,24.74,97.62392107,100.0524295,6.670161966,74.96
260_O2,260,COC(=O)C1CC1,O,52.6143325,8,1,16.67751678,-0.25198,0.05617,-0.35572,-0.31111,0,0,0,0,0,0,0,0,0,15,7,2,8,5,0,2,0,0,0,0,0,0,15,7,14,1,0,0,1,14,1,0,1,0,0,0,2,1,0,0.8,9,8.335442511,8.596909424,15.21267298,14.6,14.84,9.154697006,17.07993073,0.6,0.555696167,0.573127295,1.014178199,0.973333333,0.989333333,0.610313134,1.138662049,7.02,0.2,2,0,15.288344,10.629656,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.142857143,0.5694,24.74,97.62392107,100.0524295,6.670161966,74.96
261_O1,261,O=C1CCCO1,O,70.7040275,8,1,17.75369588,-0.2523,0.05311,-0.36381,-0.20284,0,0,0,0,0,0,0,0,0,12,6,2,6,4,0,2,0,0,0,0,0,0,12,6,11,1,0,0,1,11,1,0,1,0,0,1,2,0,0,0.75,7.666666667,7.16759637,7.05508162,12.32483613,11.8745098,12.08,7.356142515,13.66464108,0.638888889,0.597299697,0.587923468,1.027069677,0.989542484,1.006666667,0.613011876,1.13872009,6.02,0.416666667,2,0,12.284758,8.623242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.3234,20.193,80.32793585,86.03677943,7.169731619,75.13
261_O2,261,O=C1CCCO1,O,25.9760095,8,2,11.60095061,-0.46566,-0.06841,-0.13873,0,0,0,0,0,0,0,0,0,0,12,6,2,6,4,0,2,0,0,0,0,0,0,12,6,11,1,0,0,1,11,1,0,1,0,0,1,2,0,0,0.75,7.666666667,7.16759637,7.05508162,12.32483613,11.8745098,12.08,7.356142515,13.66464108,0.638888889,0.597299697,0.587923468,1.027069677,0.989542484,1.006666667,0.613011876,1.13872009,6.02,0.416666667,2,0,12.284758,8.623242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.3234,20.193,80.32793585,86.03677943,7.169731619,75.13
262_O1,262,CCOC(=O)C,O,20.5832325,8,2,10.74513224,-0.46617,-0.07562,-0.18409,0,0,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,13,5,12,1,0,0,1,12,1,0,1,0,0,3,0,0,0,0.75,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,5.02,0,2,0,13.618344,10.629656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.5694,22.307,92.6843948,88.0524295,6.28945925,75.55
262_O2,262,CCOC(=O)C,O,70.6987765,8,1,16.03538441,-0.25264,0.04948,-0.38275,-0.18974,-0.07953,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,13,5,12,1,0,0,1,12,1,0,1,0,0,3,0,0,0,0.75,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,5.02,0,2,0,13.618344,10.629656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.5694,22.307,92.6843948,88.0524295,6.28945925,75.55
263_N1,263,CN(C)C(=O)C(Cl)(Cl)Cl,N,3.625128,7,3,4.935968748,-0.3451,-0.05347,0.21969,0,0,0,0,0,0,0,0,0,0,15,9,5,6,4,1,1,0,0,0,3,0,3,14,8,13,1,0,0,1,13,1,0,1,0,0,1,0,0,0,0.75,16,15.85613188,10.37081376,15.95375091,15.43529412,15.304,11.45075329,17.20086481,1.066666667,1.057075459,0.691387584,1.063583394,1.029019608,1.020266667,0.763383553,1.146724321,8.05,0,1,0,19.122758,10.127242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,38.984,140.5241325,188.9514969,12.59676646,55.74
263_O1,263,CN(C)C(=O)C(Cl)(Cl)Cl,O,57.5082645,8,1,15.91551361,-0.26991,0.0038,-0.07245,-0.27422,0,0,0,0,0,0,0,0,0,15,9,5,6,4,1,1,0,0,0,3,0,3,14,8,13,1,0,0,1,13,1,0,1,0,0,1,0,0,0,0.75,16,15.85613188,10.37081376,15.95375091,15.43529412,15.304,11.45075329,17.20086481,1.066666667,1.057075459,0.691387584,1.063583394,1.029019608,1.020266667,0.763383553,1.146724321,8.05,0,1,0,19.122758,10.127242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,38.984,140.5241325,188.9514969,12.59676646,55.74
264_N1,264,CN(C)C(=O)C(F)(F)F,N,2.6405655,7,3,4.92679798,-0.34101,0.00455,0.48528,0,0,0,0,0,0,0,0,0,0,15,9,5,6,4,1,1,0,0,3,0,0,3,14,8,13,1,0,0,1,13,1,0,1,0,0,1,0,0,0,0.75,12,11.74699938,9.037910035,16.52731245,16.4,16.828,8.535184431,18.38782342,0.8,0.783133292,0.602527336,1.10182083,1.093333333,1.121866667,0.569012295,1.225854894,8.05,0,1,0,14.253758,11.936242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6369,24.749,113.0936053,141.0401485,9.402676565,61.59
264_O1,264,CN(C)C(=O)C(F)(F)F,O,54.638593,8,1,15.84346295,-0.26437,0.06291,0.19277,-0.27424,0,0,0,0,0,0,0,0,0,15,9,5,6,4,1,1,0,0,3,0,0,3,14,8,13,1,0,0,1,13,1,0,1,0,0,1,0,0,0,0.75,12,11.74699938,9.037910035,16.52731245,16.4,16.828,8.535184431,18.38782342,0.8,0.783133292,0.602527336,1.10182083,1.093333333,1.121866667,0.569012295,1.225854894,8.05,0,1,0,14.253758,11.936242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6369,24.749,113.0936053,141.0401485,9.402676565,61.59
265_N1,265,CN(C)C(=O)Cl,N,6.213871,7,3,4.853088296,-0.33535,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,12,6,3,6,3,1,1,0,0,0,1,0,1,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0.666666667,9.333333333,8.953209558,7.189101974,12.4227968,11.95686275,12.04,7.83997485,13.89761711,0.777777778,0.746100796,0.599091831,1.035233066,0.996405229,1.003333333,0.653331238,1.15813476,5.03,0,1,0,13.092758,9.107242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9068,24.936,92.80601125,107.0137915,8.917815958,72.2
265_O1,265,CN(C)C(=O)Cl,O,58.209273,8,1,15.86871915,-0.25545,0.0599,-0.29448,-0.27447,0,0,0,0,0,0,0,0,0,12,6,3,6,3,1,1,0,0,0,1,0,1,11,5,10,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0.666666667,9.333333333,8.953209558,7.189101974,12.4227968,11.95686275,12.04,7.83997485,13.89761711,0.777777778,0.746100796,0.599091831,1.035233066,0.996405229,1.003333333,0.653331238,1.15813476,5.03,0,1,0,13.092758,9.107242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9068,24.936,92.80601125,107.0137915,8.917815958,72.2
266_N1,266,CN(C)C(=O)C#N,N,4.192236,7,3,4.835505503,-0.33628,0.00733,0.1871,0,0,0,0,0,0,0,0,0,0,13,7,3,6,4,2,1,0,0,0,0,0,0,12,6,10,1,1,0,2,10,1,1,1,0,0,0,0,0,0,0.5,8.666666667,8.167929398,7.856209648,13.32046613,12.90980392,13.136,8.193268263,15.03673153,0.666666667,0.628302261,0.604323819,1.024651241,0.99306184,1.010461538,0.630251405,1.156671656,6.03,0,2,0,13.682758,9.167242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40182,24.307,100.6147711,98.04801281,7.542154832,74
266_O1,266,CN(C)C(=O)C#N,O,63.8934805,8,1,16.05734608,-0.25697,0.06697,-0.10699,-0.27442,0,0,0,0,0,0,0,0,0,13,7,3,6,4,2,1,0,0,0,0,0,0,12,6,10,1,1,0,2,10,1,1,1,0,0,0,0,0,0,0.5,8.666666667,8.167929398,7.856209648,13.32046613,12.90980392,13.136,8.193268263,15.03673153,0.666666667,0.628302261,0.604323819,1.024651241,0.99306184,1.010461538,0.630251405,1.156671656,6.03,0,2,0,13.682758,9.167242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40182,24.307,100.6147711,98.04801281,7.542154832,74
266_N2,266,CN(C)C(=O)C#N,N,33.792123,7,1,17.39702324,-0.1871,-0.02478,0.29916,-0.29409,-0.27442,0,0,0,0,0,0,0,0,13,7,3,6,4,2,1,0,0,0,0,0,0,12,6,10,1,1,0,2,10,1,1,1,0,0,0,0,0,0,0.5,8.666666667,8.167929398,7.856209648,13.32046613,12.90980392,13.136,8.193268263,15.03673153,0.666666667,0.628302261,0.604323819,1.024651241,0.99306184,1.010461538,0.630251405,1.156671656,6.03,0,2,0,13.682758,9.167242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40182,24.307,100.6147711,98.04801281,7.542154832,74
267_N1,267,CN(C)C(=O)OC,N,55.0928045,7,3,4.597337623,-0.31434,0.1185,-0.28366,-0.20115,0,0,0,0,0,0,0,0,0,16,7,3,9,4,1,2,0,0,0,0,0,0,15,6,14,1,0,0,1,14,1,0,0,0,0,0,0,0,0,0.75,9.333333333,8.585546582,8.625786892,16.3197378,15.65490196,15.948,9.212656886,18.57831381,0.583333333,0.536596661,0.539111681,1.019983613,0.978431373,0.99675,0.575791055,1.161144613,6.03,0,2,0,15.385137,13.342863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3144,26.092,103.6811554,103.0633285,6.441458033,81.36
267_O1,267,CN(C)C(=O)OC,O,78.430874,8,1,14.74426616,-0.2244,0.18405,-0.58304,-0.47614,0,0,0,0,0,0,0,0,0,16,7,3,9,4,1,2,0,0,0,0,0,0,15,6,14,1,0,0,1,14,1,0,0,0,0,0,0,0,0,0.75,9.333333333,8.585546582,8.625786892,16.3197378,15.65490196,15.948,9.212656886,18.57831381,0.583333333,0.536596661,0.539111681,1.019983613,0.978431373,0.99675,0.575791055,1.161144613,6.03,0,2,0,15.385137,13.342863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3144,26.092,103.6811554,103.0633285,6.441458033,81.36
267_O2,267,CN(C)C(=O)OC,O,25.054459,8,2,9.083866522,-0.45275,0.03821,-0.29938,-0.27498,0,0,0,0,0,0,0,0,0,16,7,3,9,4,1,2,0,0,0,0,0,0,15,6,14,1,0,0,1,14,1,0,0,0,0,0,0,0,0,0.75,9.333333333,8.585546582,8.625786892,16.3197378,15.65490196,15.948,9.212656886,18.57831381,0.583333333,0.536596661,0.539111681,1.019983613,0.978431373,0.99675,0.575791055,1.161144613,6.03,0,2,0,15.385137,13.342863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3144,26.092,103.6811554,103.0633285,6.441458033,81.36
268_O1,268,CCOC(=O)N(C)C,O,17.6006645,8,2,9.247658332,-0.44972,0.04937,-0.37891,-0.27498,0,0,0,0,0,0,0,0,0,19,8,3,11,5,1,2,0,0,0,0,0,0,18,7,17,1,0,0,1,17,1,0,0,0,0,2,0,0,0,0.8,10.66666667,9.753392723,10.1676147,19.20757465,18.38039216,18.708,11.01121138,21.99360346,0.561403509,0.513336459,0.535137616,1.010924982,0.967389061,0.984631579,0.579537441,1.157558077,7.03,0,2,0,18.388723,15.349277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,0.7045,30.709,120.9771406,117.0789786,6.162051505,84.16
268_O2,268,CCOC(=O)N(C)C,O,80.604788,8,1,14.72805524,-0.22439,0.18433,-0.57973,-0.46496,-0.07953,0,0,0,0,0,0,0,0,19,8,3,11,5,1,2,0,0,0,0,0,0,18,7,17,1,0,0,1,17,1,0,0,0,0,2,0,0,0,0.8,10.66666667,9.753392723,10.1676147,19.20757465,18.38039216,18.708,11.01121138,21.99360346,0.561403509,0.513336459,0.535137616,1.010924982,0.967389061,0.984631579,0.579537441,1.157558077,7.03,0,2,0,18.388723,15.349277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,0.7045,30.709,120.9771406,117.0789786,6.162051505,84.16
268_N1,268,CCOC(=O)N(C)C,N,57.841703,7,3,4.722531799,-0.31434,0.11878,-0.28035,-0.18997,-0.07953,0,0,0,0,0,0,0,0,19,8,3,11,5,1,2,0,0,0,0,0,0,18,7,17,1,0,0,1,17,1,0,0,0,0,2,0,0,0,0.8,10.66666667,9.753392723,10.1676147,19.20757465,18.38039216,18.708,11.01121138,21.99360346,0.561403509,0.513336459,0.535137616,1.010924982,0.967389061,0.984631579,0.579537441,1.157558077,7.03,0,2,0,18.388723,15.349277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,0.7045,30.709,120.9771406,117.0789786,6.162051505,84.16
269_N1,269,C1=CC=C(C=C1)N(C=O)C2=CC=CC=C2,N,-21.574421,7,3,6.048445065,-0.28366,0.03175,-0.26693,-0.24969,-0.12454,0,0,0,0,0,0,12,12,26,15,2,11,13,1,1,0,0,0,0,0,0,27,16,14,1,0,12,13,20,7,0,0,12,0,0,0,0,0,0,17.33333333,16.42136375,17.45281559,25.87691187,25.03137255,25.308,18.53097186,28.78421738,0.666666667,0.631590913,0.671262138,0.995265841,0.962745098,0.973384615,0.712729687,1.107085284,46.02,0.5,1,0,30.946723,13.613277,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0.1875,2.9811,61.087,188.2231239,197.084064,7.580156307,92.45
269_O1,269,C1=CC=C(C=C1)N(C=O)C2=CC=CC=C2,O,88.9565035,8,1,15.59526451,-0.2779,-0.0597,-0.21236,-0.11516,-0.26693,-0.24969,-0.12454,0,0,0,0,12,12,26,15,2,11,13,1,1,0,0,0,0,0,0,27,16,14,1,0,12,13,20,7,0,0,12,0,0,0,0,0,0,17.33333333,16.42136375,17.45281559,25.87691187,25.03137255,25.308,18.53097186,28.78421738,0.666666667,0.631590913,0.671262138,0.995265841,0.962745098,0.973384615,0.712729687,1.107085284,46.02,0.5,1,0,30.946723,13.613277,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0.1875,2.9811,61.087,188.2231239,197.084064,7.580156307,92.45
270_N1,270,CN(C)C(=O)C(C)(C)C,N,42.1228345,7,3,4.909767003,-0.34837,-0.10379,-0.06297,-0.2169,0,0,0,0,0,0,0,0,0,24,9,2,15,7,1,1,0,0,0,0,0,0,23,8,22,1,0,0,1,22,1,0,1,0,0,3,0,0,1,0.857142857,12,10.75705603,12.5364712,23.65258558,22.48235294,22.828,14.12808084,27.61479668,0.5,0.448210668,0.522352967,0.985524399,0.936764706,0.951166667,0.588670035,1.150616528,8.02,0,1,0,23.593895,17.626105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1207,38.149,146.7788841,129.1153641,5.379806837,92.73
270_O1,270,CN(C)C(=O)C(C)(C)C,O,92.43004,8,1,14.10789105,-0.27432,-0.04739,-0.35483,-0.49111,0,0,0,0,0,0,0,0,0,24,9,2,15,7,1,1,0,0,0,0,0,0,23,8,22,1,0,0,1,22,1,0,1,0,0,3,0,0,1,0.857142857,12,10.75705603,12.5364712,23.65258558,22.48235294,22.828,14.12808084,27.61479668,0.5,0.448210668,0.522352967,0.985524399,0.936764706,0.951166667,0.588670035,1.150616528,8.02,0,1,0,23.593895,17.626105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1207,38.149,146.7788841,129.1153641,5.379806837,92.73
